QuestionId,QuestionText,QuestionTextLength
425,I= EediTom and Katie are arguing about how to solve this problem:6'=Tom says a correct step in the solution is this:= ?Katie says a correct step in the solution is this:62*=Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Onlv,247
426,I= EediTom and Katie are arguing about the answer to5Tom saysX9 = 15Katie saysX9 =Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016X9Only,158
427,I= EediTom and Katie are arguing about ordering fractions.Tom says 5 > 51112Katie says11Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,162
428,I= EediWhich fraction could go in the missing spaces?38141624932Fodi 2016,73
429,I= EediJo and Paul are arguing about subtracting fractionsJo writes31111Paul writes55Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,153
430,I= Eedi[cat t2 $20 0What is the areaof theparallelogram?cmcm7 CM21 cm222 cm228 cm284 cm2Fodi 2016,97
431,I= EediWhat is the areaof this shape?3.5Fodi 2016,49
432,I= EediWhat is the areaof this shape?Fodi 2016,46
433,I= EediTom and Katie are arguing about equationsthey can write based on the equation on therightg = 4hTom says you could write: g _ 2 = 2 - 4hKatie says you could write: 0.5g2hWho is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016,250
434,I= EediTom and Katie are arguing about tessellations_Tom says you can formtessellating pattern withany triangle:Katie says you can form a tessellating pattern withanyquadrilateral:Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,254
435,IF Ecdiand PauanJhomtcommon tactonsJo says that =andare commoniacionsof 105Paul says thatandare common factors =1050Whocorrect?OnlyCnlyBoth JoNcithcrconrectailing,162
436,I= Eedi21 + (-3)24~24Fodi 2016,30
437,"IF Ecdiand Paul are dlscussing distance and coordinatessays (4,-3) and (3,are equidistant from the origin.Paul says (_5,2) and (2,5) are equidistant from the originWhocorect?OnlyCnlyBoth JoNcithcrccnrec",202
438,"I= Eedi""Istarted with 12 then subtracted &. Then | multiplied by 3.Thenadded on 2""Which of the following calculations fits this description?(12 _ 8) x3 + 212 - 8 x 3 + 2(12 - 8) x (3 + 2)12 - (8 x 3) + 2Fodi 2016",212
439,I= EediIsaac starts schoolat 8.50amHe finishes school at 3.05 pmHow many hours does he spend at school?6.156.257.257.15Fodi 2016,128
440,I= EediWhat is the name ofthe mathematical instrument used toconstruct circles?CallipersCompassProtractorSlide ruleFodi 2016,124
441,I= EediSquares have been arranged in these patterns:PatternPattern 2Pattern 3Pattern -How many squares are used to make Pattern 4?20181614Fodi 2016,147
442,I= Eedi7*3 =3 + K X LK =7K =2K =7NotpossibleL =2L = 7L =7Fodi 2016,66
443,I= EediCalculate2515521515Fodi 2016,35
444,I= Eedi42 X 32 =2254872144Fodi 2016,35
445,I= Eedi6n - 4 + 2n + 3 =8n - 74n + 78n -14n - 7Fodi 2016,56
446,I= Eedi6 _ 3 + 2Tom and Katie are trying to make the calculation above equal to 5_Tom says you can write it like this: (6 _ 3) + 2Katie says You can leave it like this: 6 _ 3 + 2Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,252
447,I= EediWhat is the lowest common multiple of 6 and 9?1854Fodi 2016,66
448,"I= EediTom says you can write this as:n -1X2Think ofnumber;then subtract 1,next multiply by 2.Katie says you can write this as:2 X (n _ 1)Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only",212
449,I= EediTom and Katie are arguing about the number 1Tom says 1 is a prime numberKatie says 1 is a square numberWho is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,184
450,I= Eedi250.6250.66.250.24Fodi 2016,34
451,I= EediWhich of these is not a factor of 12?FourSixTwelveTwenty-fourFodi 2016,77
452,I= EediGiven that6.5X 8.2 = 53.3what is533 + 8.2?6.58.2ImpossiblewithoutcalculatorFodi 2016,91
453,I= Eedi8 X 6 = 21 + 273X8 X 6 =What should replace the star to preserve equality?21 + 27 + 321 + 27 X33 X 21 + 273(21 + 27)Fodi 2016,132
454,I= EediTom and Katie are still arguing about the number written as34 X 52 X 72Tom says the number is odd:Katie says the number is prime:Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,210
455,"I= EediShape P has been rotated 900clockwise about point (5,0) togive shape Q.Now imagine moving shape P atotal of 2 squares down,andkeeping the same rotation.In which direction would shapeQ move?2 right2 left2 down2 upFodi 2016",228
456,"I= EediTom and Katie are arguing about midpointsM is the midpoint between points P and Q.Tom says if you know the location of M only, then there is more thanonepossible location for P and QKatie says if you only know the locations of M and Q, then there is more thanonepossible location for P.Who is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016",367
457,I= Eedi3 x (-6)~1818Fodi 2016,29
458,I= Eedi33 =22733Fodi 2016,25
459,"I= EediWhich point marksthe coordinates(3,-2)?2018",50
460,I= EediWhich of the following calculations isrepresented on the thermometer?+54+5 =-1-1+5 =4-1+4 =51+4 =5Fodi 2016,114
461,ISEedi6+++++++F++++++ >-10-8-7-6-5 -4 -3 -2 -1  01   2Which of the following two calculationsare represented by thearrow above?-3+4 =7-3 -7 =47 _ 3 = 4-3+7 =4-3-4 =-74 +7 =-37+4=-34 - 7 =-3Fodi 2016,198
462,I= EediFour students have measured this angle:Which student is the most accurate?908 '10830883688883347147153Fodi 2016,118
463,"I= EediThe temperature in Manchester is -4.78C.The temperature in Madrid is 158CHow much hotter is it in Madrid than Manchester?19.7PC19.38C10.3811,38Fodi 2016",159
464,I= EediGiven that4.5X 8.2 = 36.9what is36.9 + 4.5?4.58.2ImpossiblewithoutcalculatorFodi 2016,92
465,"I= Eedi3r <Using the diagram, which ofthe following correctlycompletes the inequalityabove?p , 9 ,r and w are positive numbers_2g2p6w4wFodi 2016",144
466,I= EediWhich of thefollowing is the bestestimate of the size ofthis angle?609260812091608Fodi 2016,98
467,I= EediThe radius of each of the circles is3 cm_What is the perimeter of thesquare?24 cm36 cm48 cm144 cmFodi 2016,113
468,"I= EediWhat are the coordinates ofthe marked point?(0,-3)(-3,0)(-3,-3)(1,-3)2018",80
469,IF EcdiDnimenumbehas exactly two factorsthis statement__JruesomctimcaIncncc trucImnoxsIblcFiny,94
470,"I= EediName the centre of rotation thatmaps shape P onto the shape Qwhen rotated 900 clockwise.(3,1)(3.5,3)(3,0)OriginFodi 2016",127
471,I= EediWhat should replace the question mark?37 +47* ?It is not43possibleFodi 2016,82
472,I= Eedi9.4 X50 =4700420940470Fodi 2016,38
473,I= Eedihave E84 and want totickets that cost E7. Howmany tickets canbuy?Which of the following calculations represents thisproblem?84 X 784 - 77 + 8484 + 7Fodi 2016buy,167
474,I= Eedi1+ (-3)x 5=~14~16~1020Fodi 2016,38
475,I= EediTom says: 3 X (5 + 9) = 3x5+3x 9Katie says: 3 x (5 + 9) = 3x 5 + 9Who is correct?OnlyBoth TomNeitherTomKatieand Katieare correctFodi 2016Only,148
476,I= EediWhat is anexpression for theperimeter of thisrectangle?Not enough12aSa26ainformationFodi 2016,100
477,I= EediWhat sign would make this statement true?5912Fodi 2016,61
478,I= EediHow many smallcubes have beenused to make thislarger cube?481637Fodi 2016,80
479,"I= Eedi""If 4and 6 are common factors of the numbers A and Bxthen both A and B will be multiples of 12Is this statement_always truesometimes truenever trueImpossible to saywithoutmoreinformationFodi 2016",202
480,I= Eedican count 104 legs on the cows in a field.Howmany COWS are there?Which of the following calculations represents thisproblem?104 + 44 + 104104 - 4104 X 4Fodi 2016,168
481,I= Eedia = 0.4b = 0.3What is the value of ab?0.431.20.70.12Fodi 2016,68
482,I= EediA common multiple of 4 and 5 is.4580do not havecommonmultipleFodi 2016They,81
483,I= EediTom and Katie are arguing about unique trianglesTom says yoU can construct only one triangle from thesemeasurements:oneside of 1Ocm in between two angles of 40?.Katie says you can construct only one triangle from thesemeasurements: two sides of 1Ocm with one angle of 408 in between:Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,364
484,"I= EediThe diagram shows aregular hexagon andsquare:What is the size of[not to sca &,angle a?2109120?1508Not enoughinformationFodi 2016",135
485,IF Ecdi64 =__*4x4*4=Which numbers belongEJps?,45
486,I= EediMultiples ofWhich of thefollowing numbersMultiples ofcould replace theshapes?16= 8161616Fodi 2016,104
487,I= EediWhich combination ofmathematical instruments hasbeen used to draw this 10 cm line(shown in blue) and itsperpendicular bisector (shown inred)?Inctto scale]ProtractorRulerRulerRulerCompassCompassProtractorProtractorCompassFodi 2016,236
488,I= Eedi[cot to sc4 0j1209What is the size ofangle q60980*1208Not enoughinformationFodi 2016,91
489,"IF EcdiUnatthe midpoint of(-2,-8)(~8,-2) ?(0,0)(-5,-5)(-2,0)(-6,-6)",67
490,"IF Eediwhat are the co-ordinatesofthe marken(-2,-3)(-3,2)(F%-2)point?",69
491,I= EediIn the Indian number system2 00 00 000 =two crorestwenty crorestwo lakhstwenty lakhsFodi 2016,100
492,I= EediWhich of the following cannot represent a straight line?4801320120880901008480[not to sca)Fodi 2016,106
493,I= Eedi(-12)=(-12) X3What belongs in the box?Not0.3possibleFodi 2016,68
494,I= EediThis diagram couldrepresent_4 lots of 24 lots of 3lots of 34 lots of 2lots of 3lots of 3lots of 2lots of 2Fodi 2016,122
495,I= Eedi(-5)2 = (-5) xWhat belongs in the box?Not0.5~2.5possibleFodi 2016,72
496,"I= EediJo and Paul are talking aboutcreating inequalities using thediagram on the right:Jo says: 6g4pPaul says: 3(r + w) < 3pWho is correct?p ,9 ,r and w are positive numbers_OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016",228
497,I= Eedi[cat t2 $20 0What is the size ofangle p?488Not enough13201288488informationFodi 2016,91
498,"I= EediWhat is the midpoint of(4,3)and(1,-5) ?Impossible as you can't(2.5,-1)(5,-2)(2.5,-4)have a decimalcoordinateFodi 2016",124
499,I= EediTom and Katie are arguing about fractions and decimals_Tom says every fraction can be written as a decimal:Katie says every number with a finite number of decimalplaces can be written as a fraction:Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,279
500,I= EediWhich number is 2 less than3-17Fodi 2016,47
501,I= EediWhich angle is vertically opposite to angle pFodi 2016,61
502,I= EediWhich of the following statements is truewhen n1.5?Sn > n + 5Sn < n + 5Sn = n+5Not enoughinformationFodi 2016,116
503,I= Eedi7000 minutes is about__10 days200 days100 days5 daysFodi 2016,68
504,I= EediWhat fraction should replace the star?0.390.345505020Fodi 2016,69
505,I= EediWhich of the following numbers is a factor of 90 andmultiple of 9.3630Fodi 2016,86
506,I= EediLucy is trying to work out the64 x 25answer to 64X 25_Line 1:(8 X 8) X 25Her working out is on the rightLine 2:(8 x 4x 4) x 25On what line does she make herLine 3:(8 x 4) x (4x 25)first mistake?Line 4:(32) x (100) = 3200Line 1Line 2Line 3Line 4Fodi 2016,260
507,I= EediWhat is the size of this angle?908850836834585581351458Fodi 2016,71
508,I= EediWhich image completes a symmetric figure usingthe red line of symmetry?H#HLFodi 2016,91
509,"IF Ecdi""Fvennositileastone nfimGtactor""-Is this statement__Jruecomctintncc trucImnoxsIblcIntciet",96
510,I= Eedi828 0What is the areaof this compoundshape made with4cm1Ocmrectangles?3cm7cm840 cm252 cm242 cm251 cm2Fodi 2016,117
511,I= Eedi10 million =10 000000 00010 000 00010 000 000 000Fodi 2016,65
512,I= EediKate has a 1 litre bottle of cola that is exactly halffull:She pours allthe cola into an empty 5 litre tub_What fraction of thenow has cola in it?10552Fodi 2016tub,170
513,I= EediJo says: 8 x (4 + 7) = 8 x 4+ 7Paul says: 8 x (4 + 7) = 8x4+ 8x 7Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,140
514,I= EediWhich shape has a line of symmetry?AIl of themFodi 2016,62
515,"I= EediPoint S has coordinates (3,-2).Point $ is translated by the vectorWhat are the new coordinates of point S?(2,-1)(2,-3)(2,3)(-3,-3)Fodi 2016",146
516,I= Eedi23 X 32 =272173654Fodi 2016,34
517,I= EediThe sum of two bricks is equalto the brick above_What number should replacethe star?Fodi 2016,100
518,I= Eedi[cot to sca0)What is the area of therectangle marked P?21m2102m2318m225m210Fodi 2016,91
519,I= EediProblem 1: Asha has 40 books_Her friend has 8 times fewerHow many books does her friend have?Problem 2: Asha has 40 books_She gives 8 to a friend.Howmany books does she now have?Which of these problems needs division to solve it?OnlyOnlyBothNeitherProblem 1Problem 2problemsproblemFodi 2016,297
520,I= EediWhich of the following cannot represent a straight line?530127150850890909450[not to sca)Fodi 2016,105
521,I= EediWork out:4Give your answer in the simplest form_271328328Fodi 2016,73
522,I= EediWhat word do we use to describe the relationship:20 X 16 = 20x (2 X 8) = (20x 2)x8 = 40 x 8FactorsCommutativityMultiplesAssociativityFodi 2016,149
523,I= EediUsing the kev on the right; which of thefollowing expressions gives theperimeter of this shape in factorisedform?ppSide lengths4(2p + q)8(p + 2q)8p + 4q4(2p + 4q)Fodi 2016,178
524,I= EediOn what line of workingLine 1in this factor tree doesLine 2the first mistake occur?Line 3Line 4Line 1Line 2Line 3Line 4Fodi 2016,135
525,I= Eedi1+3x4212.56.5Fodi 2016,29
526,"I= EediDescribe the movements to get from(5,-2)to(0,1)West 5 squares West 5 squares,East 5 squares_West 5 squaresnorth 3 squaressouth 1 squaresouth 3 squaresnorth 4 squaresFodi 2016",181
527,I= EediWhat number belongs in the box?(-11) + 7-18~518Fodi 2016,63
528,"I= EediP,q andr are 3 angles arounda point:Tom and Katie are arguing about themlTom says p,q andr cannotall be acute_Katie says p,q andr cannotall be obtuseWho is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016",230
529,I= EediWhat number belongs in the box?(-8) + 3~5~1111Fodi 2016,62
530,"I= Eedi[cat t2 $20 0This is an isosceles triangle:74""Calculate the size of angle p_3207401069Not enoughinformationFodi 2016",123
531,I= EediThe area of the shape on the left is 4 m2_Area = 4 m2AreaWhat is the area of the shaded section on the shape on the right?3 m2m?m?m23212Fodi 2016,152
532,I= EediWhat is the equation ofthis line of symmetry?y =-1.5Eedi ?010y = 6y = 3y = 5,83
533,I= EediWhatbelongs in the spaces?~3~33Fodi 2016,47
534,IF EediThered lceParalle|OppositePerpendicularEquidistant,57
535,"I= EediTomKatie are arguing about multiplesTom says that if n is a positive integer, 7n will always be a multipleof 7Katie says that ifn is a positive integer, n +will always be amultiple ofWho is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016andOnly",267
536,IF EcdiJo Jnu Puul JL jgfuk JLJvi+ Drecise detinilidn homnuJo M withrhomnus{ot; Jrc 0i cquai Icneinaoaans HotnjfallelPlAwirhombu:Dlaranzlk oppatteinetthalarcenaiWhocorecnOnlyCnlyBoth JoNcithcrccnrec,198
537,I= EediWhich length do younot need whencalculating the area ofthe parallelogram?You needthem allFodi 2016,105
538,I= EediX ? =3There are no312values that makethis calculationworkFodi 2016,73
539,I= Eedi56 is 7 lots of6349Fodi 2016,35
540,I= EediWhat is the perimeter of this shape?141215Fodi 2016,58
541,I= Eedishape has an area ofnIts lengths are enlarged by a scale factorof 10.3What is the area of the enlarged shape?10n100n10n220nFodi 2016cm2,142
542,I= Eedi[cat t2 $20 0What is the area20 cmof theparallelogram?400 cm2100 cm280 cm240 cm2Fodi 2016,96
543,"I= EediThis triangle is reflected in the linex =3-What will the coordinate of thepoint marked C be after thereflection?(1,5)(6,1)(0,5)(3,5)Fodi 2016",148
544,I= EediKaren and Marty both have a chocolate bar.Karen eatsof her chocolate barMarty eatsof hischocolate bar.How much more does Karen eat than Marty?848Fodi 2016and,164
545,"I= EediTom says you can write this as:n + 5X3Think ofnumber,then add 5_next multiply by 3.Katie says you can write this as:3 X (n + 5)Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only",208
546,I= EediThis is a number from theMayan number system.What number is it?12Fodi 2016,81
547,I= EediThe temperature in Preston is _1.4*C.The temperature in Brisbane is 9*C.How much hotter is it in Brisbane than Preston?3.48C10.68C7.68C10.48CFodi 2016,157
548,I= EediThe fractions in the two circlesbelow add to give the fraction inthe circle above.What should replace the question10mark?313940404018Fodi 2016,149
549,I= EediA shape has an area of 10 cm2Its lengths are enlarged by a scale factorof n.What is the area of the enlarged shape?10n100n10n220nFodi 2016,145
550,I= EediUsing the key on the right; which of thefollowing expressions give the perimeterof this shape in factorised form?ppSide lengths6p + 4q2(3p + 2q)6(p + q)2(3p + 4q)Fodi 2016,178
551,I= EediWhich expression shouldreplace the star in the3a + 4baddition pyramid?4a3b3a + b4a + 3b7a + 7bT7ab7a + 4bFodi 2016,121
552,"I= EediLine segment P joins up (3,4) and (8,1).Line segment Qjoins up (_1,3) and (4,7)_Which line segment is longer?They are theWe need moresame lengthinformationFodi 2016",171
553,I= EediDots have been arranged in these patterns:PatternPattern 2Pattern 3Pattern 4How many dots in Pattern 4?18242016Fodi 2016,127
554,I= EediEliana is thinking of a number.It is a single-digit number that has two primefactors_What is Eliana' s number?10Fodi 2016,128
555,I= EediTom and Katie are arguing about equationscan write based on the equation on theright9 =6pTom says you could write: g _ 1 = 1 - 6pKatie says you could write:Who is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016they,241
556,I= Eedix7 = 7 + K X L5K =5K =4K =5Not possibleL =5L =5L =4Fodi 2016,67
557,I= EediWhat should replace the question mark?55+3X ?88It is not53possibleFodi 2016,82
558,"I= Eedi""If 3 and 5 are common factors of the numbers Mand N_then the highest common factor (HCF) of M and N is 15""Is this statement_always truesometimes truenever trueImpossible to saywithoutmoreinformationFodi 2016",215
559,"I= EediStatement 1:p x (-q) = (~p)xqStatement 2:~(q)2= q2What can you say about the above statements,where p and q represent different numbers?OnlyOnlyBothBoth statementsstatement 1statement 2 isstatements areare falseis truetruetrueFodi 2016",242
560,EediWhich shape will tessellate?RhombusScalene triangleRhombusScalene triangleBothNeitherEidaois,96
561,I= EediTo translate an object 5 squares to the left you would use thevector_Fodi 2016,85
562,I= EediJo and Paulare arguing about the answer to{x15Jo says{x15 =25Paulsays} x 15 = 3Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,154
563,I= EediTom and Katie are arguing about -7 and 2_Tom says: _7 < 2Katie says: the absolute value of _7 is less than the absolute valueof 2Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,210
564,I= EediWhich of the followingsymbols should replace thestar in terms of length?3p2q +rNeed moreinformationFodi 2016,115
565,I= EediTom and Katie are arguingabout the line segments onthe right:Tom says they are parallel:Katie says they are the samelength.Who is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016,204
566,I= Eedi70 million =7070 000 000700 00070 000000 000 000Fodi 2016,64
567,I= EediFour students have measured this angle:Which student is the most accurate?908 '108508888888839684761049Fodi 2016,119
568,I= Eedithen9Fodi 2016,21
569,IF EcdiRectangle =hasoccrrotated 90 andthenenlarged byscaleiactotofrandthen rotatedBive rectangleWhat length shouldreplace the star?hfm15 mZicin,144
570,I= EediDots have been arranged in these patterns:PatternPattern 2Pattern 3Pattern 4many dots would there be in Pattern 6?26203622Fodi 2016How,141
571,I= Eedi[cot to sc4 0j1109What is the size ofangle r?7098081109Not enoughinformationFodi 2016,92
572,I= EediTom and Katie are trying to drawshapes with perimeter 4(p + 2q)Tom draws:Katie draws:ppSide lengthsWho is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016,180
573,I= Eedi[cat to sca]7cmWhat is the areaof this compound7cmshape made with12cmrectangles?15cm124154 cm2180 cm2189 cm2Fodi 2016cm2,127
574,"I= EediIs the following statement always true, sometimes true, ornever true?One less than a multiple of 5 is a multiple of 4SometimesNot enoughNever trueAlways truetrueinformationdecideFodi 2016",194
575,"I= EediTom and Katie are arguing about howto fully describe the rotation fromshape P to shape QTom says: ""a rotation of 90"" aboutpoint (1,1)""Katie says: ""a rotation of 90""clockwise""Who is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016",255
576,I= Eedishape is moved 4 squares left and 8 squares up_Which vector describes this movement?Fodi 2016,100
577,I= EediWhat is the size ofangle p?Inctto scale]510708809Not enoughinformationFodi 2016,86
578,I= EediWhat is the highest common factor of 6 and 9?18Fodi 2016,63
579,"I= Eedi2pUsing the diagram, which ofthe following correctlycompletes the equationabove?3gSr8w8rFodi 2016",104
580,I= EediA group of 8 friends has E6 that they plan to share equally2 new friends arrive and bring along an additionalE1.50.There are now 10 friends with a total of €8 to share equally.What has happened to the amount of money that each of the originalgroup of 8 now receive?It has stayed theWe need moreIt has increasedIt has decreasedsameinformationFodi 2016,357
581,I= Eedi100 million =100 000000 000100 000 000100 000 000 000Fodi 2016,69
582,I= EediTo translate an object 3 squares down you would use thevector_Fodi 2016,78
583,"I= EediTom says you can write this as:Think ofnumber,3x(n+4)-2then add 4,10next multiply by 3,next subtract 2_and finally divide by 10.Katie says you can write this as:((n + 4) x3 _ 2) + 10Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only",263
584,IF EcdiIfthe original sequence looks likeRtfhechaneesJht=There are 302 squaresmanvsquaresPattern 100.there bePattern JUCnow?snapcJns:Hoviwoula,142
585,I= Eedi6-3162022Fodi 2016,25
586,"I= EediTomKatie are arguing about constructing trianglesTom says you can construct a triangle with lengths11 cm, 10 cm and 2cm_Katie says You can construct a triangle with lengths8 cm, 5 cm and 3 cmWho is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016andOnly",275
587,I= EediJoPaul are trying to work out thearea of the shape on the left.Jo says it is: 8 x (z + 6)Paul says it is: 8 X z + 6 X zWho is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016and,197
588,I= Eedia = 4b =-0.3Which of the following gives a value of _3.7?b - a~a - (~b)~a -bFodi 2016,92
589,I= Eedi3k + 2 < m + 1Using the diagram on theright; is the expressionabove__.aiwayssometimesneverNeed moretruetruetrueinformationFodi 2016,138
590,I= EediJo and Paul are arguing about a number which has beenexpressed in the following way:22 X 33 X 52Jo says & is a factor of the number.Paul says 3 is a factor of the number.Who is correct?OnlyOnlyBoth JoNeither isPauland PaulcorrectFodi 2016,245
591,"IF EcdiDescride the movementsEet from(3,6)West 5 squares,Euarc;Eust $#qu4ilL4st6 *QuJICnonrKauaicaAaKOInsKutrentatot",116
592,"I= Eedi""|started with 22 then added &. Thendivided by 3. Thenadded on 5""Which of the following calculations fits this description?(22 + 8) + (3 + 5)22 + (8 + 3) + 5(22 + 8) + 3 + 522 + 8 + 3 + 5Fodi 2016",203
593,I= Eedi480.12548.125124.825Fodi 2016,36
594,"I= EediIn the Indian number system,one lakh, forty thousand and eighty-seven14 0871 40 0871 400 0871 040 087Fodi 2016",117
595,"I= EediShape P has been reflected inthe liney= 4 to give the shapeNow imagine moving shape P atotal of 3 squares up, andkeeping the same reflection_In which direction would shapemove?3 right3 left3 down3 upFodi 2016",215
596,I= EediTom and Katie are trying toout thearea of the shape on the leftTom says it is: 2 x (6 + y)Katie says it is: 6 Xy + 2 XyWho is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016work,204
597,I= EediThe fractions in the two circlesbelow add to give the fraction inthe circle above.What should replace the question10mark?31392340404020Fodi 2016,151
598,I= Eedi108A student is asked to express 108Line 1as a product of its prime factors_Line 2On what line of working in thisfactor tree does the first mistakeLine 3occur?108X3xX9Line 4Line 1Line 2Line 3Line 4Fodi 2016=22,216
599,I= EediWhich number is 3 greater than _1.4?-4.42.41.6-1.1Fodi 2016,66
600,I= EediWhich of these quadrilaterals does not have to have two pairsof opposite pairs of angles which are equal?ParallelogramRhombusRectangleKiteFodi 2016,154
601,I= EediWhat word do we use to describe the relationship:8 X9 = 9x8CommutativityFactorsAssociativityDistributivityFodi 2016,122
602,I= EediWhat should replace the question mark?32757*523Fodi 2016,63
603,I= EediHow much bigger is{than;-1042121Fodi 2016,48
604,"IF EcdiIine segment fromQhas midpoint M with coordinates(-3,-2).If the coordinales ofare (-3,-9)whal are Inecoordinates of the point 0?(-3,-3,5)(-7,3)(-3,5)(-3,7)",162
605,I= EediWhich number is 3 less than_36Fodi 2016,46
606,I= EediWhat is the width of each of the intervals on the number line?53Fodi 20163,81
607,"I= Eedi""If 4 is a common factor of the numbers A and B,then 3is also a common factor of the numbers A and B.Is this statement__always truesometimes truenever trueImpossible to saywithoutmoreinformationFodi 2016",210
608,I= EediWhat isas adecimal?0.80.70.78None of theseFodi 2016,58
609,I= EediTom and Katie are arguing about theshape on the right.Tom says it is a parallelogramKatie says it is a rhombus_Who is correct?OnlyOnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016,192
610,I= EediWhat is the output ofthis Function Machine?X 8-324q8q _ 38(q - 3)5qFodi 2016,83
611,I= EediUsing theon the right;which of the followingsymbols should replace thestar in terms of length?p + qNeed moreinformationFodi 2016key,138
612,I= EediWhat is the order of rotational symmetry of this shape?Fodi 2016,71
613,I= EediTom and Katie are arguing about powers_Tom says there is no value of m that means 2m ends in 0.Katie says there is no value of n that means 5n ends in 0.Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,234
614,I= Eedi3 X 2 +4 _ 5Where do the brackets need to go to make the answer equal 13?3 x (2 + 4)_53 x 2+ (4 _ 5)3 x (2 + 4-5)Does not need bracketsFodi 2016,151
615,I= Eedip XqXrTom says the statement above is equivalent to:(q +r)Katie says the statement above is equivalent to: q Xr XpWho is correct?OnlyBoth TomNeitherTomKatieand Katieare correctFodi 2016p xOnly,199
616,I= EediHow many factors does 11 have?11Fodi 2016,48
617,I= Eedi15Which of the following calculations would correctlywork out the area of the rectangle labelled A?11X15 + 11X 511X15 - 11X511X10 + 11X511X 10 - 11X 5Fodi 2016,166
618,I= EediWhat is the area9 cmof the triangle?cmcm18 cm212 cm224 cm2108 cm2Fodi 2016,81
619,I= EediCalculate24424Fodi 2016,30
620,"I= EediShape P has been reflected inthe line x = 5 to give the shapeNow imagine moving shape P atotal of 3 squares to the right,and keeping the same reflection.In which direction would shapemove?3 right3 left3 down3 upFodi 2016",227
621,I= EediWhat should replace the question mark?5420Fodi 2016,58
622,I= EediWhat can you say about linesegments K and L?Kis longer thanKK is shorter thanKand L are the samelengthWe don't haveenough informationwithout measuringthem2018,165
623,I= Eedia = 5b =-0.9Which of the following gives a a value of _4.1?b - a~a - b~a - (_b)Fodi 2016,95
624,I= EediWhich of the following is an example of associativity?5x (6 + 7) = (5 + 6) x 75 X (6 x 7) = (5x6) x 75 X (6 + 7) = Sx6 + 5x75X6 = 6X5Fodi 2016,149
625,I= EediWhat is the size of this angle?9086308888837581258115?Fodi 2016,70
626,"I= EediTomKatie are arguing about multiplesTom says that if n is a positive integer, 6 + n will always be amultiple of 6Katie says that ifn is a positive integer, 6n will always be a multipleof 6Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016andOnly",272
627,I= EediWhat word do we use to describe the relationship:8 x4= 5x4+3x4AssociativityCommutativityDistributivityFactorsFodi 2016,125
628,I= Eedi(-22) + 48 = 4822Is this.true because oftrue because ofassociativitycommutativitytrue because offalsedistributivityFodi 2016,131
629,IF Ecdi15 * 1215 * (4*What shouldreplace the star to make thiscalculation cofrect?,82
630,I= Eedi0.6=? %50%35%60%Fodi 2016,32
631,I= EediWhat is the areaof this shape?4.5Not enoughinformationFodi 2016,70
632,I= EediWhat fraction of a full circle is a 2400 sector?2401234Fodi 2016,71
633,I= EediPrime factors ofPrime factors of 60What numbershould replaceinthe Venn diagram?116616132Fodi 2016,104
634,I= EediTom and Katie are arguing about the factors of 12Tom says 1 is a factor of 12Katie says 12 is a factor of 12Who is correct?OnlyBoth TomNeither isTomKatieand KatiecorrectFodi 2016Only,189
